company_name,big5_agreeableness,facet_altruism,facet_cooperation,facet_modesty,facet_morality,facet_sympathy,facet_trust,big5_conscientiousness,facet_achievement_striving,facet_cautiousness,facet_dutifulness,facet_orderliness,facet_self_discipline,facet_self_efficacy,big5_extraversion,facet_activity_level,facet_assertiveness,facet_cheerfulness,facet_excitement_seeking,facet_friendliness,facet_gregariousness,big5_neuroticism,facet_anger,facet_anxiety,facet_depression,facet_immoderation,facet_self_consciousness,facet_vulnerability,big5_openness,facet_adventurousness,facet_artistic_interests,facet_emotionality,facet_imagination,facet_intellect,facet_liberalism,need_liberty,need_ideal,need_love,need_practicality,need_self_expression,need_stability,need_structure,need_challenge,need_closeness,need_curiosity,need_excitement,need_harmony,value_conservation,value_hedonism,value_openness_to_change,value_self_enhancement,value_self_transcendence,behavior_sunday,behavior_monday,behavior_tuesday,behavior_wednesday,behavior_thursday,behavior_friday,behavior_saturday,behavior_0000,behavior_0100,behavior_0200,behavior_0300,behavior_0400,behavior_0500,behavior_0600,behavior_0700,behavior_0800,behavior_0900,behavior_1000,behavior_1100,behavior_1200,behavior_1300,behavior_1400,behavior_1500,behavior_1600,behavior_1700,behavior_1800,behavior_1900,behavior_2000,behavior_2100,behavior_2200,behavior_2300,word_count,processed_language,big5_agreeableness_raw,facet_altruism_raw,facet_cooperation_raw,facet_modesty_raw,facet_morality_raw,facet_sympathy_raw,facet_trust_raw,big5_conscientiousness_raw,facet_achievement_striving_raw,facet_cautiousness_raw,facet_dutifulness_raw,facet_orderliness_raw,facet_self_discipline_raw,facet_self_efficacy_raw,big5_extraversion_raw,facet_activity_level_raw,facet_assertiveness_raw,facet_cheerfulness_raw,facet_excitement_seeking_raw,facet_friendliness_raw,facet_gregariousness_raw,big5_neuroticism_raw,facet_anger_raw,facet_anxiety_raw,facet_depression_raw,facet_immoderation_raw,facet_self_consciousness_raw,facet_vulnerability_raw,big5_openness_raw,facet_adventurousness_raw,facet_artistic_interests_raw,facet_emotionality_raw,facet_imagination_raw,facet_intellect_raw,facet_liberalism_raw,need_liberty_raw,need_ideal_raw,need_love_raw,need_practicality_raw,need_self_expression_raw,need_stability_raw,need_structure_raw,need_challenge_raw,need_closeness_raw,need_curiosity_raw,need_excitement_raw,need_harmony_raw,value_conservation_raw,value_hedonism_raw,value_openness_to_change_raw,value_self_enhancement_raw,value_self_transcendence_raw,big5_agreeableness_significant,facet_altruism_significant,facet_cooperation_significant,facet_modesty_significant,facet_morality_significant,facet_sympathy_significant,facet_trust_significant,big5_conscientiousness_significant,facet_achievement_striving_significant,facet_cautiousness_significant,facet_dutifulness_significant,facet_orderliness_significant,facet_self_discipline_significant,facet_self_efficacy_significant,big5_extraversion_significant,facet_activity_level_significant,facet_assertiveness_significant,facet_cheerfulness_significant,facet_excitement_seeking_significant,facet_friendliness_significant,facet_gregariousness_significant,big5_neuroticism_significant,facet_anger_significant,facet_anxiety_significant,facet_depression_significant,facet_immoderation_significant,facet_self_consciousness_significant,facet_vulnerability_significant,big5_openness_significant,facet_adventurousness_significant,facet_artistic_interests_significant,facet_emotionality_significant,facet_imagination_significant,facet_intellect_significant,facet_liberalism_significant,need_liberty_significant,need_ideal_significant,need_love_significant,need_practicality_significant,need_self_expression_significant,need_stability_significant,need_structure_significant,need_challenge_significant,need_closeness_significant,need_curiosity_significant,need_excitement_significant,need_harmony_significant,value_conservation_significant,value_hedonism_significant,value_openness_to_change_significant,value_self_enhancement_significant,value_self_transcendence_significant,consumption_preferences_spur_of_moment,consumption_preferences_credit_card_payment,consumption_preferences_influence_brand_name,consumption_preferences_influence_utility,consumption_preferences_influence_online_ads,consumption_preferences_influence_social_media,consumption_preferences_influence_family_members,consumption_preferences_clothes_quality,consumption_preferences_clothes_style,consumption_preferences_clothes_comfort,consumption_preferences_automobile_ownership_cost,consumption_preferences_automobile_safety,consumption_preferences_music_rap,consumption_preferences_music_country,consumption_preferences_music_r_b,consumption_preferences_music_hip_hop,consumption_preferences_music_live_event,consumption_preferences_music_playing,consumption_preferences_music_latin,consumption_preferences_music_rock,consumption_preferences_music_classical,consumption_preferences_gym_membership,consumption_preferences_outdoor,consumption_preferences_eat_out,consumption_preferences_movie_romance,consumption_preferences_movie_adventure,consumption_preferences_movie_horror,consumption_preferences_movie_musical,consumption_preferences_movie_historical,consumption_preferences_movie_science_fiction,consumption_preferences_movie_war,consumption_preferences_movie_drama,consumption_preferences_movie_action,consumption_preferences_movie_documentary,consumption_preferences_read_frequency,consumption_preferences_books_entertainment_magazines,consumption_preferences_books_non_fiction,consumption_preferences_books_financial_investing,consumption_preferences_books_autobiographies,consumption_preferences_volunteer,consumption_preferences_concerned_environment,consumption_preferences_start_business
adhi karya,0.1758835296461757,0.09890324435135689,0.22723787614085722,0.0587244269715847,0.11095492861002254,0.24784943623108724,0.9826793191775851,0.4110977692538965,0.46733154067883986,0.5686826155447465,0.0676672827638054,0.6452892088327604,0.4134560204675226,0.8633827320405907,0.14853184581700096,0.624343587410101,0.9320651374521041,0.37349394709230416,0.9346998442730576,0.3015138627982833,0.30026947716997365,0.19918645183729344,0.49104355611118894,0.6964349119182538,0.6006265062009861,0.0012249535719863758,0.7554132414064431,0.549992708481928,0.03375747212588509,0.5177177863901418,0.417841711813778,0.09997855789381005,0.5908960240150466,0.6441243622370694,0.7793627486116841,0.517419572627314,0.6389061552857792,0.49946793297182446,0.9909379701546381,0.7230965486386052,0.5110179667319728,0.8280894894747586,0.6599112061120225,0.24474897732350204,0.6463642854666086,0.4068099910540445,0.6046619971995819,0.528477067618456,0.5847158040968016,0.43922569673238915,0.5742592649890024,0.23238476335492625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616,en,0.7051802901636925,0.6599116019913518,0.5343254190820603,0.365765740929132,0.5681771849073528,0.6374641874297757,0.6728319707450636,0.6175697784216029,0.6840580977164545,0.5033956820445548,0.622327782683073,0.5063618965518129,0.560237153333463,0.7916315608819222,0.5044748716153221,0.5565951390745207,0.7186117231014465,0.6073116919707953,0.6677022030211208,0.5344051689878045,0.4264236038061694,0.4778024330951117,0.5344877132827721,0.6291770601137211,0.46458812080754053,0.384156520247071,0.5831074003418706,0.475626691451845,0.6902822080975863,0.50639769633124,0.6548245457951223,0.5959427777635812,0.7462754798954543,0.6243504065335913,0.5550136299403188,0.7381479062533705,0.7079503350419105,0.7685949863896382,0.7788288589043393,0.695463440494244,0.7353286924369952,0.7217296054856677,0.7502718094729779,0.7626851370353145,0.8265336379539215,0.6664772518698775,0.8184230995730903,0.6686681152396438,0.7518669895477049,0.7783708863157335,0.7145449858735786,0.8210521864000077,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
adhi karya,0.1758835296461757,0.09890324435135689,0.22723787614085722,0.0587244269715847,0.11095492861002254,0.24784943623108724,0.9826793191775851,0.4110977692538965,0.46733154067883986,0.5686826155447465,0.0676672827638054,0.6452892088327604,0.4134560204675226,0.8633827320405907,0.14853184581700096,0.624343587410101,0.9320651374521041,0.37349394709230416,0.9346998442730576,0.3015138627982833,0.30026947716997365,0.19918645183729344,0.49104355611118894,0.6964349119182538,0.6006265062009861,0.0012249535719863758,0.7554132414064431,0.549992708481928,0.03375747212588509,0.5177177863901418,0.417841711813778,0.09997855789381005,0.5908960240150466,0.6441243622370694,0.7793627486116841,0.517419572627314,0.6389061552857792,0.49946793297182446,0.9909379701546381,0.7230965486386052,0.5110179667319728,0.8280894894747586,0.6599112061120225,0.24474897732350204,0.6463642854666086,0.4068099910540445,0.6046619971995819,0.528477067618456,0.5847158040968016,0.43922569673238915,0.5742592649890024,0.23238476335492625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616,en,0.7051802901636925,0.6599116019913518,0.5343254190820603,0.365765740929132,0.5681771849073528,0.6374641874297757,0.6728319707450636,0.6175697784216029,0.6840580977164545,0.5033956820445548,0.622327782683073,0.5063618965518129,0.560237153333463,0.7916315608819222,0.5044748716153221,0.5565951390745207,0.7186117231014465,0.6073116919707953,0.6677022030211208,0.5344051689878045,0.4264236038061694,0.4778024330951117,0.5344877132827721,0.6291770601137211,0.46458812080754053,0.384156520247071,0.5831074003418706,0.475626691451845,0.6902822080975863,0.50639769633124,0.6548245457951223,0.5959427777635812,0.7462754798954543,0.6243504065335913,0.5550136299403188,0.7381479062533705,0.7079503350419105,0.7685949863896382,0.7788288589043393,0.695463440494244,0.7353286924369952,0.7217296054856677,0.7502718094729779,0.7626851370353145,0.8265336379539215,0.6664772518698775,0.8184230995730903,0.6686681152396438,0.7518669895477049,0.7783708863157335,0.7145449858735786,0.8210521864000077,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
adaro energy,0.21014183110270152,0.1247456256479823,0.2751739558288575,0.12829699124657834,0.1594849143475115,0.2800149019311895,0.9646966287144199,0.3683035346720003,0.41392827224451856,0.5880999403721382,0.13336618519674215,0.7845190328165176,0.5093127751823828,0.7987907895223287,0.1361072126142796,0.5865116382531095,0.9370136555666566,0.5717569732104286,0.8671855322130773,0.3820603138965642,0.3825075231533014,0.2869198500924851,0.3173460394621455,0.4732620961939916,0.5032399217676163,2.9605319878384107E-4,0.6084642585271659,0.4112348105350254,0.002727709188273364,0.5196340829706152,0.3204485790490912,0.08175672118535682,0.38162560429123565,0.632358732141979,0.5923740147860564,0.5547836051324203,0.5473479720634588,0.5094924890199564,0.9955717737707532,0.758720470280146,0.5750426199217307,0.8275122919990499,0.5497035890163261,0.30255426214256304,0.4250044855441586,0.41285563110534945,0.6993485722304029,0.5241861533188219,0.5360527401838305,0.37824520355684804,0.41372448621506164,0.1299721733300327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4027,en,0.7101590726299213,0.664691010737135,0.543406864222956,0.38851310716963333,0.5787883334004317,0.6412244206979859,0.6602862869663824,0.6123633614538215,0.6768856042297993,0.5065291547492532,0.6317017521388655,0.5199527450603534,0.5717655800872963,0.7825464065356195,0.5020104731677258,0.551563800529798,0.7205527606991448,0.6242074663284883,0.6508034845917512,0.5454382555399299,0.4379767808579537,0.4992477552717366,0.5097325433276463,0.5895377517050457,0.4489532639689864,0.36856197269151675,0.5612016555694633,0.4533269450901953,0.6599324426820642,0.506568723826341,0.6417117360202086,0.5913897999590052,0.7198972963614084,0.6228970881387812,0.5279976746131997,0.7416722629720129,0.6967079213601783,0.769817457345052,0.7843268767404843,0.6992624203226878,0.7404753521043667,0.7216683053618893,0.7373864614568626,0.7704101362709286,0.8116731260525245,0.6677127345923235,0.8273006229043194,0.6681825090468501,0.743976598820696,0.7723105944196286,0.696767781311571,0.8146102759279652,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
bank rakyat indonesia agroniag,0.2026687085692051,0.19718414009924073,0.1994256651563891,0.5987202816651752,0.34595702605219003,0.5473421466511771,0.2968735834305517,0.3050177662634851,0.24108786373124053,0.4379314485547635,0.12927488494878353,0.2365638386687935,0.2560476210942665,0.2556587137858052,0.17905838658966916,0.43311572620080546,0.33792259174102685,0.2915991186892293,0.9109458730215658,0.22329389913843933,0.31384218890905247,0.1728296268268143,0.5746045833980398,0.7132831111021891,0.8095190488136641,0.11370038109554298,0.84905021519342,0.8301947267740439,0.00896619662855308,0.3818367176248035,0.5235341699206083,0.295090395509063,0.6028683988490359,0.727504152805472,0.7854475317242903,0.6558098555779276,0.517616379888564,0.3979731231138569,0.6668137180006448,0.6132597132848452,0.3289931429037412,0.6646648476154954,0.3640908099414054,0.3194225468250503,0.6113546577057094,0.43684331107089364,0.22746082194171668,0.28008316848511267,0.5374722676060181,0.41704511125469,0.34894839650630644,0.13326475710293495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140,en,0.7091176022544292,0.6752104577944797,0.5285596993424353,0.46156927759591415,0.607113797144618,0.6680201962550577,0.5638266368843263,0.6042631096342836,0.6511886895096316,0.4826124505150024,0.6312313933199906,0.4706569554901504,0.5394241552447788,0.7300016702613702,0.5099988865982622,0.5317600213593471,0.6231558679429066,0.5997237855857954,0.6607004098214059,0.5223144413352472,0.4284099500444256,0.4703142195564437,0.5460024369550173,0.6325069447898152,0.5039309590663572,0.4541986799423267,0.6010371741930364,0.5284619349238496,0.6730806700399411,0.49412428830736127,0.668312823558037,0.626238054223005,0.7478116940919806,0.6352637778666254,0.5560552821013598,0.7515358998153006,0.693153669157008,0.7560802303120586,0.7370881582733746,0.68496830202543,0.7203505150192344,0.7076009115302722,0.7161974311159974,0.7725297734705604,0.8240946104421635,0.6725763902552516,0.7834555394336742,0.6392037556313674,0.744204943248871,0.7761911730613207,0.6893012959295931,0.8148616355632452,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
akr corporindo,0.1676871373879923,0.08351737674024001,0.29474243114903675,0.11930787119517611,0.15833730050502215,0.23589681619118674,0.9561061252994927,0.3376492688819601,0.37860415242884404,0.5985067587183441,0.12590083606352753,0.7865816339960645,0.46905631387841834,0.7600453179542739,0.12133930239887719,0.5408608409006312,0.8926345079525384,0.42033070061531796,0.8436295146939847,0.3238625104395346,0.32435699347641245,0.1190437154978724,0.3417017261557943,0.507393251975876,0.5399970890083742,0.0011267086609943466,0.698516770701674,0.4129546888361043,0.0060449510292501785,0.5351607316829418,0.3162049482253782,0.06703848312788369,0.4418724986910403,0.6527772467972597,0.6924794002487151,0.5340722975344161,0.5347121372185782,0.46674325313318077,0.9965025237376921,0.6803475213669072,0.5064528144195388,0.8572554285447724,0.533403452402466,0.23634963738513037,0.43306214380513675,0.39438140134496497,0.5800888622610467,0.5024909279303726,0.5712031858927861,0.3810053304673244,0.44914963166517125,0.07915965336642788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5101,en,0.7039010663135892,0.6566151146799377,0.5468805136051295,0.3861926666587843,0.5785647853132596,0.6360020704882776,0.6561330372481089,0.6085137465276721,0.67203073465013,0.5082224247643095,0.6308356713013267,0.5201843177386338,0.5669548871063478,0.7779442415745947,0.4988716268662342,0.5456293385998142,0.7060797363050556,0.611391344454922,0.6464066886319929,0.5375713155408537,0.4299234354682686,0.4523189000343789,0.5134134331653819,0.5953757918697588,0.45479968558609407,0.383189328743464,0.5740839805201936,0.4536084730349853,0.6685311583179454,0.5079563031805595,0.6411096788096093,0.5871145848170026,0.7275957435141843,0.6254300144762619,0.5415580906589162,0.7397150294169553,0.6951946651058818,0.7645999373371887,0.7860453481186097,0.6912067965836295,0.734964173238607,0.7250199008682916,0.7355438881331764,0.7614872986273986,0.8122132848591813,0.6639226970624543,0.8162369254363356,0.6657309317469993,0.7496602068784008,0.772590212939955,0.7007235052445491,0.8099809109186358,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
aneka tambang,0.17476162833061543,0.07892021417689049,0.27184366524926595,0.14644782279816354,0.15280260399561196,0.25169954605778366,0.9344375200349601,0.3702030690371739,0.3588512215246018,0.5962774325235723,0.12753734732388183,0.6668550507076394,0.4622413796925813,0.7240153184969743,0.11945190866841837,0.533462127572802,0.8413187246707791,0.3456100748878929,0.8093748973990957,0.28269337465820243,0.28026777181370016,0.205120369109903,0.37474115014554715,0.5547040799690532,0.5872433552766071,0.0018470410010993366,0.7703494550615372,0.4935573321142487,0.01405528284676999,0.5243040178584625,0.3285468160839229,0.07458478252356165,0.44168928746923364,0.6747144021707904,0.713005470383061,0.4796030171159829,0.5072556778035906,0.4209455499994257,0.9952481073332273,0.534956339365604,0.5009535621381819,0.8139230931875079,0.4688604879591913,0.22624648525662533,0.3641931880998278,0.39559773986651225,0.5501741332033445,0.50157901475999,0.5120642914061345,0.3576259787097731,0.42590118513522873,0.05994431046484677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11172,en,0.7050074701665547,0.6555424357278217,0.5428039274516623,0.3928762592800083,0.5774714201211757,0.637927048392052,0.6479964216914458,0.6125981645320591,0.6692573831244961,0.5078587828203908,0.6310285168340127,0.5082817966020752,0.5661381004338779,0.7740181796905202,0.4984515702290471,0.5446762177316748,0.6940436514526742,0.6048086440155,0.6407296430935638,0.5316562713614708,0.4234201694147339,0.47940332827989474,0.5182531824986102,0.6034927548470816,0.46240235294035203,0.3890105076450744,0.5856528248242887,0.466592881139519,0.6785488128917385,0.5069856883023667,0.6428515412906379,0.5893872709782202,0.7275726868135642,0.6282136810475207,0.5445446146174735,0.734595456456838,0.6919188672679276,0.7589562535672533,0.7838047423808974,0.678065942903108,0.7345251531152049,0.7202610576188576,0.7282801020788111,0.7600149412686622,0.8075103563984434,0.6641736325118872,0.8136119617516251,0.6656279538268912,0.7401266387010581,0.7702005632697607,0.6981346363787556,0.8076274228106288,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
agung podomoro land,0.19438493723339628,0.07537288467034647,0.28887108609401924,0.1455432307956403,0.1667566979378009,0.2352582949742334,0.9176374813304217,0.3433849824499581,0.33759027215340254,0.5827086945430283,0.11284291742012792,0.6735134193023332,0.4332451184904645,0.6800071654948561,0.10798574118568621,0.48746223139354294,0.8497107963196688,0.37958302928464493,0.7830492892292924,0.29546444487662743,0.2692073186631637,0.06272427060991065,0.3370336513679356,0.5651284972134469,0.5393172699868052,0.001639719228519687,0.7060987677405113,0.487583581226366,0.004278620189941962,0.4504644525226298,0.26804606055503644,0.07303746239056541,0.37896863196020686,0.6090739234200728,0.6394396425387809,0.42002199969178045,0.4834062496921899,0.40157134550391255,0.9875115709222644,0.6149987810272802,0.5285564532260514,0.8256387872705137,0.45796879275629393,0.25191957951964505,0.23461575865716533,0.3700181345962699,0.5432468393600967,0.5253374804478358,0.48219954267207116,0.3528602065370855,0.38935006169540787,0.05846741504356767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4584,en,0.7079359527743792,0.6546818991759505,0.5458500956180941,0.3926677970985066,0.5801810096052741,0.6359228370102403,0.6430393168514479,0.609243438952157,0.6662121462170736,0.5056559944281684,0.6292300642303357,0.5088841835145129,0.5626449479638882,0.7695485521294225,0.4957928831784747,0.5387708999756683,0.6958083749941626,0.6078498971149405,0.6367838002932417,0.5335305061417996,0.42171509254794015,0.4255227084674663,0.5127162325123858,0.6052951745117309,0.45469121775352683,0.38758515436970653,0.5752355008096907,0.4656385949930028,0.6647080921447238,0.5003900607322757,0.6340023818471908,0.5889361518280667,0.7195507702244999,0.6200642920850342,0.5342081380623417,0.7289504190322639,0.6890773047894515,0.756533364516955,0.7762078153727094,0.6851251406456274,0.7367306040092881,0.7214702295315696,0.7270504604527644,0.7636903240617015,0.7976023722555405,0.6588477469260472,0.8130082244031825,0.6683127721482581,0.7353417837292323,0.7697070495103925,0.6940021177773738,0.8074233588755869,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
astra international,0.2070948549566884,0.10975048820332217,0.3107780613471758,0.19017653647335647,0.2144739326653003,0.3178696632902276,0.945574014130313,0.30155847714362094,0.3641181889563249,0.5807788188081335,0.15159039388588152,0.6067467919927629,0.43000362776660717,0.6341517620640934,0.17823345463184592,0.5180904773595311,0.8783044290780118,0.43486488149891644,0.8020660471647285,0.3327686542406085,0.3670192365799284,0.015179714685816581,0.2993452951090018,0.4408271143313647,0.5546688485057868,0.0028310122387383285,0.6530567469068638,0.4147885449875934,0.00606091848009116,0.5558617172796434,0.34760964247762516,0.09935690810029807,0.4225383288629087,0.6794512020496892,0.750781916519242,0.49994351184114755,0.43307824795156136,0.442226472087415,0.9919372688352597,0.5814770605590778,0.45121822857379024,0.8021277945241121,0.4463409406298365,0.25412821805585245,0.34966758176677876,0.3731020087985557,0.48132733512852915,0.4395419683134443,0.5042268447284559,0.39543129488778317,0.3685160985644401,0.07470650560716768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7110,en,0.7097371312855927,0.662015395202481,0.5496480831541593,0.40208639339707686,0.5884886132180074,0.6453915992704132,0.6518563562813878,0.6038013335602267,0.6700017095830657,0.5053440545184169,0.6336849895037006,0.5030279059935208,0.5622521079294244,0.7651578320823144,0.5098579313517465,0.542700380210274,0.7023750291366745,0.6126345692172804,0.6396030294101314,0.5388073524162146,0.435876315949683,0.3774008616996921,0.5069352979583137,0.5839592124480278,0.457145716200174,0.3942541289684942,0.5674248327191194,0.4539083570984363,0.6685609083639587,0.5098141357453608,0.6454914175507523,0.5957980148144741,0.7251529247812148,0.6288244783770711,0.5503249852869223,0.7365063286172567,0.6830450428906711,0.7615903433210087,0.7797576751629138,0.6821343821046224,0.7305450945729076,0.7190904676275501,0.7257337454236182,0.7639968706207194,0.8064853549920717,0.6594956712284716,0.8076408787720027,0.6585961596960986,0.738870986505498,0.77404207629506,0.6915991126286724,0.8094782520491542,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
